|6.6.6
in17a_1.tab                                                                                         
           2
T(K)    
   673.000800000000     
   8.08079191920000     
         100
P(bar)  
   30000.0500000000     
   505.049494950000     
         100
           5
rho,kg/m3      vp,km/s        vs,km/s        C1M(HP)        M(HP),vo%     
  3570.954       8.363641       4.593420       0.000000       6.671343    
  3570.206       8.360556       4.591270       0.000000       6.672395    
  3569.384       8.357401       4.588906       0.000000       6.671310    
  3568.551       8.354182       4.586543       0.000000       6.670584    
  3567.799       8.351083       4.584390       0.000000       6.671628    
  3566.971       8.347848       4.582014       0.000000       6.670360    
  3566.215       8.344739       4.579859       0.000000       6.671399    
  3565.376       8.341490       4.577488       0.000000       6.670573    
  3564.539       8.338228       4.575111       0.000000       6.669690    
  3563.737       8.335033       4.572837       0.000000       6.669751    
  3563.528       8.333689       4.572025      0.6421537       6.671355    
  3565.418       8.339005       4.576340      0.6361982       6.676913    
  3526.271       8.242906       4.511881      0.6287537       6.606698    
  3526.660       8.243641       4.512804      0.6265204       6.610123    
  3530.917       8.258032       4.524669      0.6168426       6.621401    
  3532.332       8.262309       4.528472       0.000000       6.626377    
  3535.190       8.271683       4.536329       0.000000       6.635380    
  3538.277       8.281833       4.544865       0.000000       6.645473    
  3541.491       8.292415       4.553760       0.000000       6.656062    
  3545.739       8.306742       4.565654       0.000000       6.670258    
  3549.575       8.319384       4.576328       0.000000       6.682257    
  3553.908       8.333898       4.588445       0.000000       6.695277    
  3558.366       8.348881       4.600979       0.000000       6.710439    
  3561.903       8.360420       4.610755       0.000000       6.721165    
  3566.727       8.376658       4.624344       0.000000       6.736556    
  3571.718       8.393538       4.638464       0.000000       6.752692    
  3576.559       8.409794       4.652172       0.000000       6.768403    
  3581.726       8.427324       4.666968       0.000000       6.786245    
  3586.688       8.444010       4.681011       0.000000       6.801560    
  3592.286       8.462864       4.697017       0.000000       6.814540    
  3597.483       8.480468       4.711919       0.000000       6.829476    
  3602.748       8.498289       4.727015       0.000000       6.841621    
  3609.196       8.519504       4.745102       0.000000       6.823495    
  3614.662       8.538101       4.761014       0.000000       6.838599    
  3620.732       8.558473       4.778392       0.000000       6.834994    
  3623.991       8.568735       4.787539       0.000000       6.828615    
  3623.283       8.564733       4.785014       0.000000       6.822056    
  3622.617       8.560669       4.782471       0.000000       6.807448    
  3621.936       8.556680       4.779953       0.000000       6.797045    
  3621.234       8.552563       4.777382       0.000000       6.786638    
  3620.554       8.548280       4.774729       0.000000       6.767144    
  3619.854       8.544174       4.772147       0.000000       6.755042    
  3619.295       8.540182       4.769689       0.000000       6.728507    
  3618.564       8.535849       4.766993       0.000000       6.713934    
  3617.973       8.531831       4.764500       0.000000       6.690126    
  3617.193       8.523743       4.758995       0.000000       6.546345    
  3616.352       8.514845       4.752833       0.000000       6.381369    
  3615.543       8.505540       4.746376       0.000000       6.196172    
  3614.716       8.496485       4.740118       0.000000       6.022451    
  3613.886       8.487064       4.733546       0.000000       5.835064    
  3613.039       8.477628       4.726969       0.000000       5.647555    
  3610.788       8.461331       4.716481      0.4110164       4.444595    
  3609.619       8.447969       4.707235      0.4117594       3.939932    
  3608.394       8.434424       4.697854      0.4122483       3.434038    
  3607.245       8.420899       4.688526      0.4129908       2.920509    
  3606.180       8.408031       4.679704      0.4138431       2.434858    
  3605.017       8.394824       4.670571      0.4146644       1.939771    
  3603.899       8.381607       4.661473      0.4152378       1.438976    
  3602.749       8.368332       4.652342      0.4159837      0.9412703    
  3601.636       8.355221       4.643275      0.4166061      0.4415064    
  3600.702       8.343384       4.635226                NaN            NaN
  3600.431       8.340054       4.633467                NaN            NaN
  3600.246       8.336936       4.631904                NaN            NaN
  3600.234       8.334197       4.630703                NaN            NaN
  3599.872       8.330778       4.628798                NaN            NaN
  3599.762       8.327814       4.627414                NaN            NaN
  3599.613       8.324765       4.625964                NaN            NaN
